iso_code,continent,location,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,median_age,gdp_per_capita,population
AFG,Asia,Afghanistan,2020-12-01,5.15,0.27,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-02,5.15,0.27,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-03,5.15,0.27,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-04,5.15,0.27,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-05,5.15,0.27,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-06,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-07,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-08,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-09,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-10,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-11,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-12,5.9,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-13,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-14,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-15,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-16,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-17,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-18,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-19,4.62,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-20,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-21,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-22,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-23,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-24,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-25,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-26,5.58,0.33,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-27,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-28,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-29,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-30,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2020-12-31,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-01,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-02,4.62,0.37,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-03,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-04,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-05,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-06,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-07,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-08,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-09,3.03,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-10,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-11,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-12,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-13,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-14,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-15,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-16,2.75,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-17,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-18,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-19,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-20,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-21,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-22,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-23,1.74,0.22,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-24,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-25,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-26,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-27,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-28,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-29,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-30,2.15,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-01-31,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-01,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-02,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-03,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-04,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-05,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-06,1.51,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-07,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-08,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-09,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-10,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-11,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-12,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-13,1.1,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-14,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-15,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-16,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-17,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-18,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-19,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-20,0.55,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-21,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-22,0.39,0.02,0.0,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-23,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-24,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-25,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-26,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-27,0.39,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-02-28,0.39,0.04,0.02,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-01,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-02,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-03,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-04,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-05,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-06,0.39,0.04,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-07,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-08,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-09,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-10,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-11,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-12,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-13,0.47,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-14,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-15,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-16,0.49,0.03,0.13,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-17,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-18,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-19,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-20,0.49,0.03,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-21,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-22,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-23,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-24,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-25,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-26,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-27,0.42,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-28,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-29,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-30,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-03-31,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-01,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-02,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-03,0.67,0.02,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-04,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-05,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-06,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-07,1.34,0.1,0.29,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-08,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-09,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-10,1.34,0.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-11,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-12,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-13,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-14,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-15,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-16,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-17,1.7,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-18,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-19,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-20,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-21,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-22,2.23,0.06,0.58,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-23,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-24,2.23,0.06,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-25,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-26,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-27,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-28,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-29,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-04-30,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-01,3.7,0.15,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-02,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-03,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-04,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-05,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-06,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-07,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-08,4.5,0.19,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-09,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-10,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-11,6.06,0.17,1.09,0.14,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-12,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-13,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-14,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-15,6.06,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-16,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-17,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-18,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-19,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-20,5.78,0.2,1.14,0.19,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-21,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-22,5.78,0.2,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-23,7.9,0.21,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-24,7.9,0.21,1.16,0.24,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-25,7.9,0.21,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-26,7.9,0.21,1.17,0.27,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-27,7.9,0.21,1.17,0.28,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-28,7.9,0.21,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-29,7.9,0.21,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-30,17.72,0.41,1.17,0.29,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-05-31,17.72,0.41,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-01,17.72,0.41,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-02,17.72,0.41,1.17,0.35,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-03,17.72,0.41,1.17,0.36,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-04,17.72,0.41,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-05,17.72,0.41,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-06,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-07,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-08,29.79,0.8,1.17,0.38,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-09,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-10,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-11,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-12,29.79,0.8,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-13,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-14,37.45,1.34,1.18,0.43,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-15,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-16,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-17,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-18,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-19,37.45,1.34,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-20,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-21,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-22,42.4,2.1,1.42,0.45,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-23,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-24,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-25,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-26,42.4,2.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-27,43.35,1.86,1.58,0.45,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-28,43.35,1.86,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-29,43.35,1.86,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-06-30,43.35,1.86,1.7,0.46,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-01,43.35,1.86,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-02,43.35,1.86,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-03,43.35,1.86,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-04,37.06,1.93,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-05,37.06,1.93,1.77,0.46,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-06,37.06,1.93,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-07,37.06,1.93,1.79,0.48,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-08,37.06,1.93,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-09,37.06,1.93,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-10,37.06,1.93,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-11,31.09,1.85,1.81,0.53,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-12,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-13,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-14,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-15,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-16,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-17,31.09,1.85,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-18,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-19,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-20,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-21,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-22,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-23,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-24,24.73,1.49,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-25,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-26,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-27,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-28,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-29,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-30,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-07-31,11.51,0.98,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-01,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-02,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-03,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-04,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-05,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-06,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-07,12.78,1.1,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-08,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-09,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-10,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-11,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-12,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-13,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-14,10.41,0.6,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-15,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-16,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-17,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-18,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-19,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-20,5.54,0.4,1.87,1.05,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-21,5.54,0.4,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-22,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-23,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-24,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-25,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-26,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-27,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-28,1.68,0.17,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-29,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-30,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-08-31,1.84,0.14,1.88,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-01,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-02,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-03,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-04,1.84,0.14,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-05,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-06,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-07,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-08,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-09,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-10,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-11,1.37,0.08,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-12,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-13,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-14,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-15,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-16,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-17,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-18,2.0,0.12,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-19,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-20,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-21,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-22,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-23,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-24,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-25,1.93,0.11,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-26,1.27,0.0,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-27,1.27,0.0,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-28,1.27,0.0,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-29,1.27,0.0,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-09-30,1.27,0.0,2.01,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-10-01,1.27,0.0,,,18.6,1803.99,41128772
AFG,Asia,Afghanistan,2021-10-02,1.27,0.0,,,18.6,1803.99,41128772
